what,kind,bundleId,bundleVersion,description,time
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270629359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270637921
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.override.methods",1382270638046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382270641406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270644281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270644281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270644375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270645156
opened,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1382270648109
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1382270648125
activated,view,org.eclipse.ui.ide,3.7.0.v20110809-1737,"org.eclipse.ui.views.AllMarkersView",1382270648640
activated,view,org.eclipse.ui.views,3.6.0.I20110412-0800,"org.eclipse.ui.views.PropertySheet",1382270649093
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1382270649656
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.stop",1382270651140
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1382270651687
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382270652390
started,bundle,org.eclipse.ui.views.properties.tabbed,3.5.200.I20110201-0800,"org.eclipse.ui.views.properties.tabbed",1382270652406
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270656765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270658140
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1382270658156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270666687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270666703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270666859
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382270677187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270677234
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382270677265
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382270680437
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382270680671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270681765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270682359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270683312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270683312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270683390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270684796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270685234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270685234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270685359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270712859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270739484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270739484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270739562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270790937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382270796359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382270797187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382270801578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382270802500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382270813296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382270814328
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270819375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270820000
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.add.import",1382270830968
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382270834656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382270839171
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382270840562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270844718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270846609
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1382270846625
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270849437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270849437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270849546
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382270857406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382270857453
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382270857468
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382270993531
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382270994500
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382270995578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271000015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271001953
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1382271001968
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382271002078
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382271002093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271009515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271009515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271009609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271079859
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382271081656
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382271081890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382271094093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382271096171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382271113703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382271114750
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382271116109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382271117078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382271117953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382271128328
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382271130265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271150187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382271153359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271156609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271156781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271156937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271157109
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271157265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271157421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271157593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271157765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271157921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271158093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382271158281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382271162187
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382271164609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271166812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271186515
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382271187484
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382271187734
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271196875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271224375
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382271224390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271228218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271229703
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1382271229750
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382271231609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271235156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271293578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271296593
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271296609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271296703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271702796
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1382271707906
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1382271708125
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1382271708281
no handler,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.refresh",1382271708484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271712968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271714296
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1382271714296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271715218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271715218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271715343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271824921
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382271828093
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1382271834312
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382271834453
closed,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1382271834453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382271835937
error,log,,,"Internal Error",1382271844625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272005437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272014125
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272014125
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272014234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272015578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272015671
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272170671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272172656
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272172656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272172750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272216843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272217718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272217718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272217843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272453687
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272454546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272456937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272457046
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382272513390
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382272515000
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382272534250
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382272535656
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382272535656
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382272536453
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382272537015
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382272537015
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382272537781
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382272542437
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382272542437
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382272543359
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382272544078
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382272545343
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382272545343
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382272547078
