what,kind,bundleId,bundleVersion,description,time
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275673546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275673625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275686718
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275688109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275691156
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275691281
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275699875
started,bundle,org.eclipse.mylyn.ide.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.ide.ui",1382275709625
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1382275709640
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1382275709640
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1382275709656
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1382275709656
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1382275709687
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1382275709687
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1382275709890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382275822359
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382275828265
started,bundle,org.eclipse.mylyn.resources.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.resources.ui",1382275828359
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382275831718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382275878812
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275886015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275899500
started,bundle,org.eclipse.mylyn.java.tasks,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.tasks",1382275909390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382275909953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382275910906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275912984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275913000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275913093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275914203
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275914421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275914421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275914531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275916421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382275920562
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275923375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275923375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275923531
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275924906
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275924953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275984734
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382275986171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382275987843
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382275989406
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382275989484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382275994703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382275997406
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276001906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276002781
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276005843
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276006468
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276006781
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276006859
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276008375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276014109
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276020375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276022859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276022875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276022968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276035984
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276039671
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276040359
opened,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276041218
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276041312
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276043437
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276044937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276066437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276069187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276088453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276088453
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276088828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276091921
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276097703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276097703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276098062
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276101265
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276125859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276128281
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276131265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276134937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276135937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276145093
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276153203
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276154218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276159218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276162234
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276164234
executed,command,org.eclipse.ui.workbench.texteditor,3.7.0.v20110505-0800,"org.eclipse.ui.edit.text.goto.lineEnd",1382276178656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276185609
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276188921
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276192343
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276193718
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276199093
error,log,,,"Problems occurred when invoking code from plug-in: ""org.eclipse.ui.navigator"".",1382276209687
error,log,,,"An exception occurred invoking extension: org.eclipse.jst.navigator.j2ee.ui.WebDDContent for object org.eclipse.jface.viewers.TreePath@30ceee4",1382276209687
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276214765
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276215593
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276215593
closed,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276216140
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276217203
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1382276217796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276222906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276224578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276236921
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276237906
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276239078
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276244015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276245203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276246015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276257718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276261531
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276262812
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276269359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276270453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276271171
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276280515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276283578
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276283593
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276291218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276364921
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276371734
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1382276374015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276378296
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276380843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276394156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1382276394843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1382276395421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276398140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276399546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276400468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276401718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276405375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276409546
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276418281
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276419296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276430453
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276433562
started,bundle,org.eclipse.wst.ws.service.policy.ui,1.0.300.v201108240515,"org.eclipse.wst.ws.service.policy.ui",1382276435625
started,bundle,org.eclipse.wst.ws.service.policy,1.0.303.v201009221810,"org.eclipse.wst.ws.service.policy",1382276435625
started,bundle,org.eclipse.wst.command.env,1.0.409.v201004211805,"org.eclipse.wst.command.env",1382276435640
started,bundle,org.eclipse.wst.ws,1.1.203.v201004211805,"org.eclipse.wst.ws",1382276435640
error,log,,,"Core exception while retrieving the content description",1382276435968
error,log,,,"Core exception while retrieving the content description",1382276435968
error,log,,,"Core exception while retrieving the content description",1382276435968
error,log,,,"Core exception while retrieving the content description",1382276435968
error,log,,,"Core exception while retrieving the content description",1382276435968
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1382276438593
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276443187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276446453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276450546
started,bundle,org.eclipse.pde.core,3.7.1.v20110822-2108,"org.eclipse.pde.core",1382276450609
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1382276450609
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382276450781
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382276450843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276456843
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276456843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276456968
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276486671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276488218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276488234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276488328
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276515875
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276517562
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276517843
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276520390
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276521031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382276525343
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276525890
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1382276541453
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276543046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276546875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276551687
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276551703
error,log,,,"Core exception while retrieving the content description",1382276552250
error,log,,,"Core exception while retrieving the content description",1382276552250
error,log,,,"Core exception while retrieving the content description",1382276552250
error,log,,,"Core exception while retrieving the content description",1382276552250
error,log,,,"Core exception while retrieving the content description",1382276552250
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276554640
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1382276557500
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276577125
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276578375
error,log,,,"Core exception while retrieving the content description",1382276579187
error,log,,,"Core exception while retrieving the content description",1382276579187
error,log,,,"Core exception while retrieving the content description",1382276579187
error,log,,,"Core exception while retrieving the content description",1382276579187
error,log,,,"Core exception while retrieving the content description",1382276579187
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276594031
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276602000
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276606546
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276609187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276610359
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1382276610390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276611796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276620093
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276620125
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382276621234
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382276621281
error,log,,,"Core exception while retrieving the content description",1382276621515
error,log,,,"Core exception while retrieving the content description",1382276621515
error,log,,,"Core exception while retrieving the content description",1382276621515
error,log,,,"Core exception while retrieving the content description",1382276621515
error,log,,,"Core exception while retrieving the content description",1382276621515
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276623203
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276632765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276633625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276636109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276636546
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276672218
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276673734
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276674015
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382276685437
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1382276687312
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276693250
started,bundle,org.eclipse.equinox.p2.garbagecollector,1.0.200.v20110510,"org.eclipse.equinox.p2.garbagecollector",1382276701796
activated,editor,org.eclipse.wst.xml.ui,1.1.201.v201108151912,"org.eclipse.wst.xml.ui.internal.tabletree.XMLMultiPageEditorPart",1382276715937
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382276718578
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382276719671
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382276720265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276722640
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382276724312
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382276731093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276733718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276735859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276737468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382276737468
