what,kind,bundleId,bundleVersion,description,time
executed,command,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.edit.text.java.override.methods",1382273397250
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382273404421
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382273405765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382273412953
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382273413796
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382273421703
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273426109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273426109
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273426515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273427640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273428140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273428140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273428265
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273492828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273497625
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273497640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273497984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273501562
started,bundle,org.eclipse.jpt.jaxb.ui,1.1.1.v201108080010,"org.eclipse.jpt.jaxb.ui",1382273504484
started,bundle,org.eclipse.jpt.jpa.ui,3.0.1.v201108080010,"org.eclipse.jpt.jpa.ui",1382273504531
started,bundle,org.eclipse.jst.ws.jaxws.ui,1.0.100.v201104032053,"org.eclipse.jst.ws.jaxws.ui",1382273504609
started,bundle,org.eclipse.mylyn.java.ui,3.6.0.v20110608-1400,"org.eclipse.mylyn.java.ui",1382273504625
started,bundle,org.eclipse.pde.api.tools,1.0.301.v20110728_r371,"org.eclipse.pde.api.tools",1382273504765
started,bundle,org.eclipse.pde.api.tools.ui,1.0.301.v20110803_r371,"org.eclipse.pde.api.tools.ui",1382273504765
started,bundle,org.eclipse.jpt.jaxb.core,1.0.1.v201108080010,"org.eclipse.jpt.jaxb.core",1382273504859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273513312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273515484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382273523578
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273524078
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273524078
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273524453
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273526671
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273527234
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273544000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273564359
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273564421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273568296
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273568296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273568734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273571375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273589718
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273591609
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273592781
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273604390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273610515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273611859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273612437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273612437
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273612484
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273621484
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.selectAll",1382273627203
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382273627234
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273630828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273630828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273631218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273638421
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273647218
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273649468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273653109
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273653140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273653140
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273656046
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382273656046
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273657468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273662312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273668468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273668484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273668562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273671640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273689562
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273692312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273692515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273693968
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273706000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273709250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273721937
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273722062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382273726000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382273727000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273728796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273728796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273729171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273731015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382273739218
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273740640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273740640
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273741015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273743140
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273765468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273765484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273765890
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273770359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273772437
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273774656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273778421
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273780250
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273785796
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273785796
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273786171
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273787375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273789093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273793937
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273807375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273807375
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273807750
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273812531
executed,command,,,"AUTOGEN:::org.eclipse.jdt.internal.ui.CompilationUnitEditor.ruler.actions/org.eclipse.jdt.internal.ui.javaeditor.JavaSelectRulerAction",1382273836828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273837812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273838015
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382273839343
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273841765
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273841765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273842156
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273845296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273848015
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273850187
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273850515
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273852750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273859468
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273859468
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273859828
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273865296
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273874390
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273887843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273903375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273903593
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.delete",1382273906843
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273918640
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273918765
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382273920484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273942375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273946359
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382273946375
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1382273954828
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273964703
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382273973156
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382273973171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382273983125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382273993718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1382273999062
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1382273999703
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382274006718
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382274010406
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382274011468
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.copy",1382274012984
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382274014265
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382274014875
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274017312
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274017312
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274017687
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274019000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274022984
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274022984
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274023343
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274469656
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1382274471203
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.publish",1382274472734
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.stop",1382274474765
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1382274475343
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1382274477875
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382274479375
started,bundle,org.eclipse.jst.ejb.ui,1.1.600.v201104261451,"org.eclipse.jst.ejb.ui",1382274484765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274484906
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274487218
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1382274487265
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274495718
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274495781
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274499921
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274518359
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274519734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274519750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274519812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274529375
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382274530875
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382274531109
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382274531937
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382274532140
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1382274537171
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.undo",1382274546734
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.cut",1382274552000
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382274553125
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.edit.paste",1382274555656
executed,command,org.eclipse.ui,3.7.0.I20110602-0100,"org.eclipse.ui.file.save",1382274556187
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382274558500
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274561375
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274563625
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1382274563656
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274566734
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274566750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274566875
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274568453
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274574406
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274574484
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274575812
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274610812
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382274613015
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274619187
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274620296
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1382274620328
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274620515
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274620546
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274623187
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274623187
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382274624515
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274624515
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274625421
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382274626187
closed,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274626187
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382274627671
activated,view,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.ui.ServersView",1382274631515
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.stop",1382274633109
activated,view,org.eclipse.ui.console,3.5.100.v20110511,"org.eclipse.ui.console.ConsoleView",1382274633671
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382274634765
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274637609
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274639734
executed,command,org.eclipse.wst.server.ui,1.1.306.v20110823_1704,"org.eclipse.wst.server.launchShortcut.run",1382274639750
opened,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274648031
activated,editor,org.eclipse.ui.browser,3.3.100.v20110426,"org.eclipse.ui.browser.editor",1382274648093
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274657000
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274657000
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274657093
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274660750
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274661859
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274661859
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274661953
activated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274678062
activated,view,org.eclipse.ui.navigator.resources,3.4.300.I20110421-1800,"org.eclipse.ui.navigator.ProjectExplorer",1382274679109
activated,editor,org.eclipse.jdt.ui,3.7.1.r371_v20110824-0800,"org.eclipse.jdt.ui.CompilationUnitEditor",1382274679390
deactivated,workbench,org.eclipse.ui.workbench,3.7.0.I20110519-0100,"",1382274702640
